edad,ingresos_anuales,antiguedad_laboral,loan_grade,monto_solicitado,tasa_interes,porcentaje_ingreso_credito,anios_historial_crediticio,tipo_vivienda_HIPOTECA,tipo_vivienda_OTRO,tipo_vivienda_PROPIO,motivo_credito_EDUCACION,motivo_credito_EMPRENDIMIENTO,motivo_credito_MEDICO,motivo_credito_MEJORA_HOGAR,motivo_credito_PERSONAL,historial_morosidad_SI
34,40000,18.0,B,8000,11.36,0.2,10,0,0,1,0,0,1,0,0,0
37,88000,4.0,G,25000,19.66,0.28,15,0,0,0,1,0,0,0,0,1
22,20640,0.0,C,2500,12.68,0.12,3,0,0,0,1,0,0,0,0,0
24,10000,8.0,A,3000,7.9,0.3,3,0,0,0,0,0,0,0,1,0
30,90722,6.0,A,10000,6.91,0.11,8,1,0,0,0,1,0,0,0,0
24,54000,9.0,A,8525,8.59,0.16,4,1,0,0,0,0,1,0,0,0
28,30000,0.0,B,8400,11.89,0.28,10,0,0,0,0,0,0,0,1,0
22,105000,6.0,B,3650,11.99,0.03,3,1,0,0,0,0,0,0,0,0
45,125004,7.0,C,14000,12.61,0.11,12,0,0,0,1,0,0,0,0,0
25,36000,9.0,E,8400,18.64,0.23,4,0,0,0,0,0,0,0,1,1
24,60000,3.0,B,4000,12.18,0.07,2,1,0,0,0,1,0,0,0,0
29,48000,6.0,B,6025,10.65,0.13,9,0,0,0,0,0,1,0,0,0
34,76000,4.0,B,6000,10.99,0.08,10,0,0,0,0,0,1,0,0,0
26,139992,0.0,B,14400,10.99,0.1,2,1,0,0,0,0,0,0,0,0
44,55000,18.0,B,9600,11.26,0.17,16,0,0,0,0,0,0,0,1,0
43,69996,18.0,A,19200,10.99,0.27,11,0,0,0,0,0,1,0,0,0
26,60000,6.0,A,3050,7.29,0.05,3,1,0,0,0,0,0,0,1,0
25,46500,5.0,A,9500,6.76,0.2,3,0,0,0,1,0,0,0,0,0
29,92052,6.0,A,6500,10.99,0.07,9,1,0,0,0,0,0,1,0,0
39,78840,18.0,B,15000,11.71,0.19,13,1,0,0,0,0,0,0,0,0
24,38000,0.0,B,12000,11.89,0.32,3,0,0,0,0,1,0,0,0,0
25,81000,9.0,D,12000,10.99,0.15,2,0,0,1,0,1,0,0,0,1
24,62000,7.0,A,6200,10.99,0.1,3,1,0,0,0,0,0,0,1,0
37,30000,6.0,C,3000,11.03,0.1,13,0,0,0,0,0,1,0,0,0
33,51888,13.0,C,7000,13.98,0.13,10,1,0,0,0,0,0,0,1,0
26,55000,10.0,B,12000,12.42,0.22,3,0,0,0,0,0,0,0,1,0
39,55000,3.0,C,13000,13.98,0.24,14,0,0,1,0,0,0,1,0,0
43,60000,1.0,B,8000,10.37,0.13,16,0,0,0,0,0,1,0,0,0
27,26400,3.0,C,2500,13.23,0.09,10,0,0,0,0,1,0,0,0,1
42,125000,5.0,A,35000,7.9,0.28,12,1,0,0,0,0,1,0,0,0
28,45000,5.0,D,15000,15.99,0.33,8,1,0,0,0,0,0,1,0,1
23,48996,2.0,D,15000,15.99,0.31,4,0,0,0,0,0,1,0,0,0
28,51043,12.0,C,2100,12.29,0.04,8,1,0,0,0,0,0,0,1,0
24,16020,3.0,E,3625,17.14,0.23,2,0,0,1,0,1,0,0,0,1
25,30000,0.0,A,3250,5.42,0.11,3,0,0,0,0,0,0,0,0,0
22,69000,6.0,C,7800,12.41,0.11,4,1,0,0,0,0,0,0,1,0
21,25000,1.0,A,10000,10.99,0.4,4,0,0,0,0,0,0,0,1,0
24,80004,8.0,B,25000,10.36,0.31,3,0,0,1,0,0,0,1,0,0
32,39500,12.0,C,20000,13.11,0.51,5,0,0,0,0,0,0,0,0,0
37,97000,7.0,A,10000,10.99,0.1,15,1,0,0,0,0,0,0,1,0
23,54000,7.0,B,1500,9.62,0.03,4,0,0,0,1,0,0,0,0,0
24,30000,0.0,D,9600,14.91,0.32,4,0,0,0,0,0,1,0,0,1
29,35000,1.0,A,10625,7.9,0.3,8,0,0,0,0,0,0,0,0,0
23,126000,0.0,C,8000,13.23,0.06,2,0,0,0,0,0,1,0,0,0
31,57400,6.0,A,7600,5.99,0.13,10,1,0,0,0,0,0,0,1,0
23,36000,4.0,D,6500,17.49,0.18,4,0,0,0,0,0,1,0,0,1
30,130000,3.0,C,33250,13.06,0.26,5,1,0,0,1,0,0,0,0,1
32,100000,7.0,C,14400,13.35,0.14,5,0,0,0,0,0,0,0,0,0
37,800000,10.0,B,15000,11.36,0.02,17,1,0,0,0,0,0,0,0,0
24,96000,7.0,C,6000,13.92,0.06,3,1,0,0,0,0,0,0,1,0
24,184992,7.0,D,22000,14.46,0.12,4,0,0,0,0,0,0,1,0,1
31,45000,5.0,A,14000,7.91,0.31,5,0,0,0,0,0,1,0,0,0
21,39600,5.0,A,3500,6.62,0.09,3,0,0,1,0,0,0,0,1,0
27,44004,1.0,D,11750,15.31,0.27,8,0,0,0,1,0,0,0,0,1
32,117000,0.0,E,12000,17.93,0.1,10,0,0,0,0,0,0,0,1,1
26,34656,2.0,A,5500,7.51,0.16,2,0,0,1,0,0,0,0,1,0
26,45000,3.0,A,6000,7.49,0.13,3,0,0,0,0,0,1,0,0,0
23,50000,7.0,B,15000,10.37,0.3,3,0,0,0,0,0,0,0,1,0
22,39000,0.0,F,25000,16.08,0.64,3,0,0,1,1,0,0,0,0,0
23,49270,7.0,C,17500,13.85,0.36,4,0,0,0,0,0,0,0,0,0
25,85000,6.0,A,4000,6.54,0.05,3,1,0,0,0,0,0,1,0,0
22,59813,6.0,E,20000,17.74,0.28,3,1,0,0,0,0,1,0,0,0
31,41558,3.0,E,7750,16.45,0.19,7,0,0,0,1,0,0,0,0,0
44,40000,8.0,A,8000,6.62,0.2,13,1,0,0,0,1,0,0,0,0
37,85000,21.0,A,1200,8.9,0.01,13,0,0,0,0,1,0,0,0,0
31,14400,3.0,D,4750,14.59,0.33,8,0,0,0,0,0,0,1,0,1
24,140300,6.0,B,6000,11.14,0.04,3,1,0,0,0,0,0,0,0,0
30,120000,15.0,A,11000,6.03,0.09,5,1,0,0,1,0,0,0,0,0
26,62690,7.0,B,4400,10.99,0.07,4,1,0,0,0,0,1,0,0,0
21,15300,5.0,A,2500,6.03,0.16,2,0,0,1,0,0,1,0,0,0
25,67000,3.0,A,3000,7.9,0.04,3,1,0,0,0,0,0,0,1,0
28,54996,8.0,D,15000,14.09,0.27,9,0,0,0,0,0,0,0,1,1
24,80400,5.0,A,12000,5.79,0.15,3,1,0,0,0,1,0,0,0,0
24,70000,9.0,A,7500,8.32,0.11,2,1,0,0,0,0,1,0,0,0
29,92700,2.0,A,24000,6.91,0.26,8,1,0,0,0,1,0,0,0,0
27,72000,3.0,D,25000,15.95,0.35,6,0,0,0,0,0,0,0,0,1
27,75600,4.0,C,25000,13.61,0.33,6,1,0,0,0,0,0,0,1,0
23,69743,7.0,D,1000,14.11,0.01,3,1,0,0,0,0,0,0,1,0
29,45600,3.0,C,4750,10.99,0.1,9,1,0,0,1,0,0,0,0,0
26,75000,10.0,A,10000,8.94,0.13,2,1,0,0,0,0,0,0,0,0
35,17280,6.0,D,7200,12.36,0.42,5,0,0,0,1,0,0,0,0,0
28,65000,3.0,A,5000,6.92,0.08,5,1,0,0,0,0,0,0,0,0
24,123000,8.0,D,15000,15.37,0.12,4,0,0,0,0,0,0,0,1,0
25,62000,0.0,A,7400,6.99,0.12,2,0,0,0,0,0,0,0,0,0
23,89100,7.0,C,16000,13.92,0.18,4,0,0,0,0,0,0,0,1,1
23,84000,7.0,A,17500,8.9,0.21,3,0,0,1,1,0,0,0,0,0
22,50000,0.0,A,12800,5.79,0.26,2,1,0,0,0,0,0,0,0,0
23,18000,1.0,D,2500,15.95,0.14,2,1,0,0,0,0,1,0,0,0
26,32450,5.0,A,3250,6.99,0.1,4,1,0,0,0,0,1,0,0,0
24,77964,4.0,D,9600,14.42,0.12,2,0,0,0,0,0,0,0,0,0
22,36000,0.0,A,4000,8.94,0.11,4,0,0,0,0,0,0,0,1,0
31,100000,0.0,A,15000,9.63,0.15,5,1,0,0,0,0,0,1,0,0
31,74400,11.0,A,13000,7.88,0.17,10,1,0,0,0,1,0,0,0,0
27,73400,10.0,A,2100,6.76,0.03,5,1,0,0,0,0,1,0,0,0
24,40000,5.0,B,5000,12.42,0.13,3,0,0,0,0,0,0,0,0,0
32,83000,1.0,A,10000,8.0,0.12,5,1,0,0,1,0,0,0,0,0
27,18200,8.0,A,7200,7.49,0.4,9,0,0,0,0,1,0,0,0,0
22,48500,1.0,B,20000,11.36,0.41,4,0,0,0,0,1,0,0,0,0
47,52000,2.0,B,5000,10.08,0.1,12,0,0,1,0,1,0,0,0,0
21,30000,3.0,B,14000,10.65,0.47,2,0,0,0,0,0,1,0,0,0
21,20400,2.0,C,1275,15.23,0.06,3,0,0,1,1,0,0,0,0,1
27,50000,2.0,C,10750,13.48,0.21,7,1,0,0,0,1,0,0,0,0
25,70000,4.0,C,15000,13.16,0.21,3,1,0,0,0,0,0,0,1,1
38,33000,2.0,D,2000,16.89,0.06,14,0,0,0,0,1,0,0,0,0
23,61615,4.0,B,13000,10.62,0.21,4,1,0,0,0,0,0,0,1,0
28,143000,3.0,E,25000,17.93,0.17,6,1,0,0,0,0,0,0,0,0
32,100000,4.0,A,6000,7.14,0.06,10,1,0,0,0,0,0,0,1,0
25,45996,3.0,C,11500,12.53,0.25,3,0,0,0,0,0,0,0,0,1
23,95000,7.0,B,14400,11.83,0.15,3,1,0,0,1,0,0,0,0,0
23,35004,4.0,C,5000,14.72,0.14,3,0,0,0,0,0,1,0,0,1
28,33600,12.0,B,4200,10.0,0.13,5,0,0,0,1,0,0,0,0,0
30,60000,14.0,C,18500,12.99,0.31,5,0,0,0,0,0,1,0,0,0
22,72000,1.0,C,8500,15.96,0.12,2,1,0,0,0,0,0,0,1,0
35,40000,5.0,A,8000,7.66,0.2,7,0,0,1,0,1,0,0,0,0
27,40000,1.0,C,7200,13.22,0.18,6,0,0,0,0,1,0,0,0,0
26,161000,10.0,A,30000,7.9,0.19,4,0,0,0,0,1,0,0,0,0
26,73440,1.0,B,35000,9.91,0.48,2,0,0,1,0,0,0,0,1,0
29,29000,0.0,A,6000,8.49,0.21,8,0,0,0,0,0,1,0,0,0
27,55200,0.0,A,4000,6.76,0.07,6,0,0,0,0,0,0,0,0,0
70,30000,0.0,D,1000,17.49,0.03,21,0,0,0,0,0,0,0,0,1
25,85000,5.0,C,7500,11.03,0.09,3,1,0,0,0,0,0,0,0,1
22,35000,7.0,A,4000,7.29,0.11,2,1,0,0,0,1,0,0,0,0
22,60000,5.0,B,20000,12.21,0.33,3,1,0,0,0,1,0,0,0,0
29,71000,1.0,C,12000,13.16,0.17,5,0,0,0,0,0,0,1,0,1
37,28500,6.0,A,1800,6.76,0.06,12,1,0,0,1,0,0,0,0,0
29,105000,13.0,B,17000,10.25,0.16,10,1,0,0,0,0,0,0,0,0
25,76800,9.0,D,15000,14.96,0.2,2,1,0,0,0,0,0,0,0,0
27,75000,11.0,C,6000,13.47,0.08,7,0,0,1,0,0,0,1,0,0
25,64000,9.0,A,9000,5.99,0.14,2,1,0,0,0,0,0,1,0,0
31,84996,1.0,A,2500,8.49,0.03,10,1,0,0,0,1,0,0,0,0
21,76000,6.0,B,14000,12.69,0.18,3,1,0,0,0,0,1,0,0,0
40,60000,0.0,B,6500,11.11,0.11,13,0,0,0,0,0,0,0,0,0
37,24000,5.0,B,10000,9.76,0.42,13,0,0,0,0,0,0,0,0,0
45,35000,13.0,A,10000,8.49,0.29,11,0,0,0,0,0,0,0,0,0
30,50000,6.0,B,4600,11.49,0.09,7,0,0,0,0,1,0,0,0,0
27,31416,0.0,B,8000,11.12,0.25,5,0,0,1,0,1,0,0,0,0
30,66888,6.0,C,15000,12.23,0.22,9,1,0,0,0,0,0,1,0,1
23,73000,0.0,D,10000,14.11,0.14,3,0,0,0,1,0,0,0,0,0
28,48000,4.0,D,3500,15.21,0.07,10,0,0,0,0,0,1,0,0,1
24,62000,8.0,B,7750,10.0,0.13,2,1,0,0,1,0,0,0,0,0
25,55200,2.0,A,4800,7.9,0.09,3,0,0,0,0,0,1,0,0,0
24,54000,1.0,A,1500,5.42,0.03,3,1,0,0,0,0,0,0,0,0
21,70000,4.0,D,6400,17.49,0.09,4,0,0,0,0,0,0,0,1,0
29,42000,0.0,D,5000,14.96,0.12,5,0,0,0,0,1,0,0,0,1
44,45000,0.0,B,15775,10.99,0.35,12,0,0,0,0,1,0,0,0,0
34,44000,0.0,D,16000,13.24,0.36,6,0,0,0,1,0,0,0,0,1
31,44000,0.0,C,12000,12.53,0.27,6,1,0,0,1,0,0,0,0,1
43,98760,8.0,D,5000,14.84,0.05,14,0,0,0,0,1,0,0,0,0
22,72060,7.0,B,5500,11.71,0.08,3,1,0,0,1,0,0,0,0,0
33,72890,1.0,C,16400,13.79,0.22,6,1,0,0,0,0,1,0,0,1
24,55000,1.0,A,5275,8.07,0.1,4,1,0,0,0,0,0,1,0,0
27,34000,1.0,B,16750,10.59,0.49,6,0,0,1,1,0,0,0,0,0
24,65000,3.0,A,8000,5.99,0.12,2,1,0,0,1,0,0,0,0,0
24,110000,8.0,A,8000,6.76,0.07,4,1,0,0,1,0,0,0,0,0
22,106000,6.0,A,35000,10.99,0.33,2,1,0,0,0,1,0,0,0,0
59,83768,15.0,B,12000,11.86,0.14,18,1,0,0,0,0,0,0,1,0
26,37850,1.0,B,6400,9.88,0.17,2,0,0,0,0,0,0,0,1,0
21,23000,2.0,A,7000,8.9,0.3,3,1,0,0,0,0,1,0,0,0
35,85000,9.0,A,21000,7.49,0.25,9,1,0,0,0,0,0,0,0,0
23,106000,7.0,A,10000,7.14,0.09,2,1,0,0,1,0,0,0,0,0
22,44000,2.0,A,3500,5.99,0.08,2,1,0,0,0,0,0,0,1,0
30,110400,1.0,D,14000,16.89,0.13,6,0,0,0,0,1,0,0,0,0
23,54000,7.0,C,9500,14.65,0.18,2,0,0,0,0,0,1,0,0,0
28,100000,12.0,B,12000,10.99,0.12,8,1,0,0,0,0,0,0,0,0
21,21000,5.0,F,5000,20.89,0.24,2,0,0,0,0,0,1,0,0,0
33,24000,2.0,A,3000,6.62,0.13,9,0,0,0,0,0,1,0,0,0
29,64500,5.0,A,10000,8.94,0.16,7,0,0,0,0,0,1,0,0,0
26,102500,4.0,A,11800,6.03,0.12,2,1,0,0,1,0,0,0,0,0
27,44000,4.0,C,2000,13.35,0.05,5,0,0,1,0,0,0,0,1,0
26,65004,3.0,A,8400,7.51,0.13,3,0,0,0,0,1,0,0,0,0
26,42000,3.0,A,12000,8.49,0.29,3,0,0,0,0,1,0,0,0,0
26,55000,10.0,A,10000,7.49,0.18,2,1,0,0,0,1,0,0,0,0
34,125000,4.0,A,12000,8.94,0.1,9,1,0,0,0,0,1,0,0,0
34,65000,3.0,D,15000,10.99,0.23,6,0,0,0,0,0,0,0,1,1
29,26400,2.0,B,6500,10.38,0.25,10,0,0,0,0,1,0,0,0,0
22,70000,6.0,B,2000,11.49,0.03,4,1,0,0,0,0,1,0,0,0
45,49000,5.0,E,24250,19.03,0.49,11,0,0,1,0,0,1,0,0,1
32,36000,2.0,B,5000,11.83,0.14,10,0,0,0,0,1,0,0,0,0
22,84500,6.0,F,25000,18.3,0.3,4,0,0,0,0,0,0,0,1,0
22,100000,6.0,B,3000,11.49,0.03,4,1,0,0,1,0,0,0,0,0
29,92000,5.0,A,7000,9.32,0.08,10,0,0,0,0,1,0,0,0,0
36,24000,3.0,A,6500,7.29,0.27,13,0,0,0,0,0,1,0,0,0
23,29976,3.0,B,15000,10.25,0.5,4,0,0,0,0,0,0,0,1,0
27,102000,2.0,B,7200,11.26,0.07,8,1,0,0,0,0,0,0,0,0
47,59827,9.0,D,6000,15.58,0.1,15,1,0,0,1,0,0,0,0,0
21,82100,3.0,A,12200,6.03,0.15,2,0,0,0,0,0,0,0,1,0
22,32760,3.0,C,5000,13.48,0.15,3,0,0,0,0,0,0,0,1,1
26,173467,10.0,B,10000,11.71,0.06,4,1,0,0,0,1,0,0,0,0
22,37008,2.0,B,3600,12.42,0.1,3,0,0,0,0,0,0,0,1,0
25,50000,9.0,A,5000,5.79,0.1,2,1,0,0,1,0,0,0,0,0
34,35100,16.0,C,9000,13.47,0.26,10,1,0,0,0,0,0,0,1,0
33,68000,8.0,B,3500,11.99,0.05,10,1,0,0,0,0,0,0,1,0
25,43738,0.0,A,4500,5.99,0.1,3,0,0,0,0,0,0,0,0,0
24,35000,8.0,B,2000,10.37,0.06,2,1,0,0,0,1,0,0,0,0
29,28800,2.0,A,7225,6.92,0.25,7,0,0,0,1,0,0,0,0,0
26,42000,10.0,A,7000,10.99,0.17,2,0,0,0,0,0,0,0,0,0
24,100000,6.0,A,20000,6.17,0.2,4,1,0,0,0,0,1,0,0,0
50,54996,0.0,C,5000,13.47,0.09,14,0,0,0,0,0,0,0,0,0
34,60000,18.0,B,3000,11.99,0.05,10,1,0,0,1,0,0,0,0,0
32,40277,5.0,B,15000,11.71,0.37,8,0,0,0,0,0,1,0,0,0
24,96000,6.0,A,12000,5.42,0.13,4,1,0,0,0,1,0,0,0,0
22,41600,0.0,C,2400,12.22,0.06,2,0,0,0,1,0,0,0,0,1
24,18000,8.0,B,6000,12.21,0.33,2,0,0,0,0,0,0,0,1,0
36,45000,14.0,B,6000,9.99,0.13,12,0,0,0,0,0,0,0,0,0
22,42000,5.0,A,17000,7.66,0.4,4,0,0,0,0,0,0,0,0,0
23,53664,7.0,B,15000,10.75,0.28,4,1,0,0,1,0,0,0,0,0
26,42500,2.0,C,3500,12.61,0.08,4,0,0,0,1,0,0,0,0,1
36,60000,12.0,A,15000,7.88,0.25,17,1,0,0,1,0,0,0,0,0
40,25920,2.0,D,4750,10.99,0.18,17,0,0,1,0,0,0,1,0,0
31,56000,15.0,C,3000,14.27,0.05,6,0,0,0,0,0,0,0,0,0
24,91800,8.0,D,15000,16.32,0.14,2,1,0,0,0,0,1,0,0,1
24,72000,2.0,C,1000,15.23,0.01,3,1,0,0,1,0,0,0,0,1
41,95000,2.0,C,21600,13.92,0.23,12,0,0,1,0,0,1,0,0,1
30,31000,1.0,C,4800,13.43,0.15,5,0,0,0,0,0,1,0,0,1
25,48000,0.0,A,4000,7.29,0.08,4,0,0,0,0,1,0,0,0,0
40,50000,1.0,B,12000,10.99,0.24,17,1,0,0,0,0,0,0,1,0
21,50000,5.0,B,6000,10.75,0.12,2,0,0,0,0,0,1,0,0,0
27,25000,0.0,A,7000,8.9,0.28,10,0,0,0,0,0,1,0,0,0
22,65004,6.0,B,6500,9.25,0.1,4,1,0,0,0,0,1,0,0,0
24,97908,8.0,D,25000,12.61,0.26,2,0,0,0,0,0,0,1,0,1
23,42000,7.0,B,6025,9.63,0.14,4,0,0,0,1,0,0,0,0,0
25,180000,2.0,B,3000,11.12,0.02,2,0,0,0,0,1,0,0,0,0
23,96000,1.0,C,20000,13.04,0.21,3,0,0,0,0,0,1,0,0,0
29,240000,13.0,A,12000,6.03,0.05,9,1,0,0,0,0,0,0,0,0
29,84996,13.0,A,6000,7.68,0.07,8,1,0,0,0,0,0,0,0,0
29,120000,13.0,A,10000,6.17,0.08,8,1,0,0,0,1,0,0,0,0
32,249996,4.0,C,14000,12.99,0.06,8,1,0,0,0,0,0,0,1,0
22,45996,0.0,D,3000,15.62,0.07,2,0,0,0,0,0,1,0,0,1
37,50000,0.0,A,3200,7.51,0.06,17,1,0,0,0,0,0,0,1,0
28,15000,0.0,B,1800,11.49,0.12,7,0,0,0,0,0,1,0,0,0
23,30000,4.0,D,6000,16.32,0.2,3,0,0,0,0,0,0,0,0,1
24,48996,5.0,C,5000,13.79,0.1,4,0,0,0,0,0,1,0,0,1
27,37200,4.0,D,4000,17.27,0.11,9,0,0,0,1,0,0,0,0,0
22,38000,0.0,A,5000,7.29,0.13,3,0,0,0,1,0,0,0,0,0
24,91700,1.0,B,6500,9.88,0.07,3,0,0,0,1,0,0,0,0,0
29,76000,13.0,F,20000,16.08,0.26,6,1,0,0,0,0,0,1,0,1
23,56000,7.0,C,3500,10.99,0.06,3,0,0,0,0,0,0,0,0,1
24,56000,8.0,B,2000,11.49,0.04,2,0,0,1,1,0,0,0,0,0
26,130000,8.0,A,10000,6.03,0.08,3,1,0,0,0,0,0,0,1,0
22,32400,5.0,E,3000,16.45,0.09,3,0,0,0,0,0,0,0,1,0
23,20000,0.0,B,5000,11.71,0.25,4,0,0,1,0,0,0,0,1,0
23,34320,5.0,F,7000,18.3,0.2,3,0,0,0,0,0,0,0,0,1
22,40000,6.0,B,14000,10.99,0.35,4,0,0,0,1,0,0,0,0,0
23,54000,7.0,A,6000,6.03,0.11,4,1,0,0,0,0,1,0,0,0
25,60000,3.0,A,7000,10.99,0.12,3,1,0,0,0,1,0,0,0,0
25,65000,3.0,A,8700,7.88,0.13,3,0,0,1,0,1,0,0,0,0
30,75000,2.0,C,6000,12.68,0.08,8,0,0,0,0,0,1,0,0,0
29,50000,13.0,B,6000,9.99,0.12,7,0,0,0,0,0,0,1,0,0
24,109000,3.0,B,8800,12.69,0.08,2,1,0,0,0,0,0,0,0,0
26,18000,2.0,C,8500,14.27,0.47,3,0,0,0,0,0,0,0,0,0
22,60000,4.0,B,6600,10.99,0.11,2,0,0,0,0,0,0,0,1,0
28,57408,2.0,B,4800,11.99,0.08,6,0,0,0,0,0,0,1,0,0
24,62000,3.0,C,10000,13.49,0.16,3,0,0,0,0,0,0,1,0,1
24,70000,8.0,B,4800,11.36,0.07,2,1,0,0,0,0,0,1,0,0
28,112200,11.0,C,7000,11.66,0.06,7,0,0,0,0,0,1,0,0,1
23,40000,5.0,D,12800,16.0,0.32,3,0,0,0,1,0,0,0,0,1
25,80004,9.0,C,11000,12.53,0.14,4,0,0,0,0,0,0,1,0,0
29,60500,13.0,C,3000,13.61,0.05,9,0,0,0,0,1,0,0,0,0
28,112000,1.0,B,6000,12.69,0.05,10,0,0,0,0,0,0,1,0,0
35,36000,5.0,A,7000,6.91,0.19,9,0,0,0,0,0,1,0,0,0
26,120000,10.0,C,20000,13.79,0.17,4,1,0,0,0,0,0,1,0,1
34,69000,0.0,D,5800,14.59,0.08,5,0,0,0,0,1,0,0,0,1
26,30000,10.0,A,6500,6.62,0.22,3,1,0,0,0,1,0,0,0,0
23,70000,5.0,A,3000,7.51,0.04,4,1,0,0,0,0,0,0,1,0
27,48000,5.0,B,10200,10.38,0.21,10,0,0,0,0,0,1,0,0,0
22,20000,7.0,A,1675,7.74,0.08,3,0,0,0,1,0,0,0,0,0
21,10000,2.0,A,4500,8.63,0.45,2,0,0,1,0,0,0,1,0,0
22,30000,0.0,B,5000,8.88,0.17,3,0,0,0,0,0,0,1,0,0
23,50000,2.0,A,6400,8.49,0.13,4,1,0,0,0,1,0,0,0,0
24,60000,6.0,A,10000,8.9,0.17,2,1,0,0,0,0,0,0,0,0
27,24500,3.0,B,10000,10.25,0.41,7,0,0,0,0,0,1,0,0,0
22,34000,0.0,D,10000,15.28,0.29,3,0,0,0,0,0,1,0,0,1
23,69996,8.0,B,13000,11.58,0.19,3,0,0,0,1,0,0,0,0,0
24,80000,6.0,C,7000,14.65,0.09,4,1,0,0,0,0,0,1,0,0
31,45000,5.0,B,10000,9.88,0.22,8,1,0,0,0,1,0,0,0,0
22,30000,0.0,B,3600,12.21,0.12,3,0,0,0,0,1,0,0,0,0
26,54600,4.0,C,8000,13.8,0.15,4,0,0,0,0,0,0,1,0,1
25,77650,8.0,B,22000,11.48,0.28,3,0,0,0,0,0,0,0,1,0
22,37000,0.0,A,15000,8.49,0.41,2,1,0,0,0,0,1,0,0,0
25,40000,1.0,B,6500,11.89,0.16,4,0,0,0,0,0,0,0,0,0
27,149616,0.0,C,15000,11.03,0.1,10,0,0,1,0,0,1,0,0,0
31,28800,0.0,C,6200,12.23,0.22,9,0,0,0,0,0,0,0,1,0
32,52800,3.0,D,15000,16.29,0.28,6,0,0,0,0,0,0,0,1,0
22,72000,6.0,B,5000,12.69,0.07,3,1,0,0,0,0,0,0,1,0
29,35000,1.0,A,15000,7.9,0.43,10,0,0,0,0,1,0,0,0,0
25,130000,9.0,B,15000,11.14,0.12,3,1,0,0,1,0,0,0,0,0
24,39000,8.0,A,1200,10.99,0.03,2,1,0,0,0,1,0,0,0,0
29,56700,9.0,C,10000,10.99,0.18,5,1,0,0,0,1,0,0,0,1
30,200000,5.0,B,10000,11.36,0.05,9,0,0,0,0,0,0,0,0,0
24,50000,1.0,A,6000,5.79,0.12,4,0,0,0,0,0,1,0,0,0
25,32000,3.0,B,15000,11.11,0.47,4,1,0,0,0,0,0,0,1,0
30,45000,5.0,B,3250,10.62,0.07,6,1,0,0,1,0,0,0,0,0
25,51996,6.0,C,7000,10.99,0.13,3,1,0,0,0,1,0,0,0,0
22,96384,6.0,B,18000,10.25,0.19,3,1,0,0,0,1,0,0,0,0
23,31000,7.0,B,7000,10.99,0.23,3,0,0,0,0,0,0,1,0,0
29,68000,9.0,C,14000,12.61,0.21,8,0,0,0,0,1,0,0,0,1
29,250000,13.0,C,20000,13.79,0.08,8,1,0,0,1,0,0,0,0,0
24,57000,5.0,A,8000,5.42,0.14,3,1,0,0,1,0,0,0,0,0
24,72000,6.0,C,10000,12.98,0.14,4,1,0,0,1,0,0,0,0,0
25,53000,6.0,C,3000,13.99,0.06,2,0,0,0,0,0,1,0,0,1
26,50000,8.0,B,3000,9.88,0.06,4,0,0,0,0,0,0,0,1,0
32,83196,1.0,B,9350,10.99,0.11,6,0,0,0,1,0,0,0,0,0
30,31200,0.0,E,12000,16.45,0.38,7,0,0,0,0,0,0,0,1,1
23,149385,7.0,A,7000,8.94,0.05,4,0,0,1,0,1,0,0,0,0
25,34000,7.0,D,9600,14.54,0.28,2,0,0,0,0,0,0,0,1,0
31,75000,4.0,B,13800,10.99,0.18,9,1,0,0,0,0,0,0,0,0
22,14400,1.0,D,5600,14.59,0.39,2,0,0,0,0,1,0,0,0,1
23,47000,8.0,A,7500,7.51,0.16,4,1,0,0,0,1,0,0,0,0
22,30000,6.0,B,3000,11.49,0.1,3,1,0,0,0,0,0,0,0,0
30,103500,14.0,D,24150,14.61,0.23,9,1,0,0,0,1,0,0,0,0
25,230000,5.0,C,35000,13.99,0.15,4,1,0,0,0,0,1,0,0,0
25,44966,3.0,A,10025,5.42,0.22,4,0,0,0,0,0,1,0,0,0
22,47000,6.0,A,3000,5.42,0.06,3,0,0,1,0,0,1,0,0,0
27,33600,4.0,B,3200,11.99,0.1,9,0,0,0,0,0,0,0,1,0
22,111460,3.0,B,5000,11.71,0.04,4,0,0,0,0,0,0,0,0,0
36,126251,16.0,A,14000,7.66,0.11,17,0,0,0,0,0,0,1,0,0
29,39000,1.0,D,10000,14.11,0.26,7,0,0,0,0,0,0,1,0,1
26,34138,3.0,B,12000,10.39,0.35,2,0,0,0,0,0,0,0,0,0
41,54000,5.0,C,10000,13.23,0.19,17,0,0,0,0,0,1,0,0,1
28,60000,10.0,C,10500,15.27,0.17,6,0,0,0,0,0,0,1,0,1
34,75000,3.0,A,3000,7.9,0.04,5,1,0,0,0,0,1,0,0,0
41,180000,16.0,A,14000,6.03,0.08,15,0,0,0,0,0,0,0,0,0
35,44000,3.0,C,16000,13.99,0.36,8,0,0,0,0,0,0,0,1,1
29,110000,9.0,B,25600,10.99,0.23,5,0,0,0,0,0,0,0,0,0
21,70500,5.0,A,15000,8.0,0.21,3,0,0,0,0,1,0,0,0,0
21,53000,2.0,C,14000,14.65,0.26,3,0,0,0,1,0,0,0,0,0
24,45000,3.0,B,1275,11.36,0.03,4,1,0,0,1,0,0,0,0,0
26,40100,3.0,D,6500,10.99,0.16,4,0,0,0,0,1,0,0,0,0
